createdAt,id,text,Output,displayTextRangeStart,displayTextRangeEnd,source,isTruncated,inReplyToStatusId,inReplyToUserId,isFavorited,isRetweeted,favoriteCount,inReplyToScreenName,place__name,place__countryCode,place__id,place__country,place__placeType,place__url,place__fullName,place__boundingBoxType,place__boundingBoxCoordinates__latitude,place__boundingBoxCoordinates__longitude,retweetCount,isPossiblySensitive,lang,userMentionEntities__name,userMentionEntities__screenName,userMentionEntities__id,userMentionEntities__start,userMentionEntities__end,urlEntities__url,urlEntities__expandedURL,urlEntities__displayURL,urlEntities__start,urlEntities__end,hashtagEntities__text,hashtagEntities__start,hashtagEntities__end,mediaEntities__id,mediaEntities__url,mediaEntities__mediaURL,mediaEntities__mediaURLHttps,mediaEntities__expandedURL,mediaEntities__displayURL,mediaEntities__sizes__|,mediaEntities__sizes__|__width,mediaEntities__sizes__|__height,mediaEntities__sizes__|__resize,mediaEntities__type,mediaEntities__videoAspectRatioWidth,mediaEntities__videoAspectRatioHeight,mediaEntities__videoDurationMillis,mediaEntities__videoVariants__bitrate,mediaEntities__videoVariants__contentType,mediaEntities__videoVariants__url,mediaEntities__start,mediaEntities__end,currentUserRetweetId,user__id,user__name,user__screenName,user__location,user__description,user__descriptionURLEntities__url,user__descriptionURLEntities__expandedURL,user__descriptionURLEntities__displayURL,user__descriptionURLEntities__start,user__descriptionURLEntities__end,user__urlEntity__url,user__urlEntity__expandedURL,user__urlEntity__displayURL,user__urlEntity__start,user__urlEntity__end,user__isContributorsEnabled,user__profileImageUrl,user__profileImageUrlHttps,user__isDefaultProfileImage,user__url,user__isProtected,user__followersCount,user__profileBackgroundColor,user__profileTextColor,user__profileLinkColor,user__profileSidebarFillColor,user__profileSidebarBorderColor,user__profileUseBackgroundImage,user__isDefaultProfile,user__showAllInlineMedia,user__friendsCount,user__createdAt,user__favouritesCount,user__utcOffset,user__profileBackgroundImageUrl,user__profileBackgroundImageUrlHttps,user__profileBannerImageUrl,user__profileBackgroundTiled,user__lang,user__statusesCount,user__isGeoEnabled,user__isVerified,user__translator,user__listedCount,user__isFollowRequestSent,quotedStatusId
"Oct 25, 2018 12:49:13 PM",1.05550154536469E+018,How 'bout them #Tigers! Ranked 16 in preseason power rankings! Six #SEC teams in the top 25. Let's #GeauxTigers!… https://t.co/qb06ApbbdU,,-1,-1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",True,-1,-1,False,False,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,True,en,nan,nan,nan,nan,nan,https://t.co/qb06ApbbdU,https://twitter.com/i/web/status/1055501545364692992,twitter.com/i/web/status/1…,114,137,Tigers,15,22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,8.44992744233882E+017,Jennifer Bullock,realjbullock,"Coonass, USA",Heartbroken Catholic | The dogma lives loudly within me. | #ProLife | #NeverTrump conservative #ExGOP | #LSU #GeauxTigers #CornDogProud | #GeauxCajuns #UL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,http://pbs.twimg.com/profile_images/976634593964056576/BHBDHTyT_normal.jpg,https://pbs.twimg.com/profile_images/976634593964056576/BHBDHTyT_normal.jpg,False,nan,False,559,0,0,ABB8C2,0,0,False,False,False,4110,"Mar 23, 2017 3:22:24 PM",17993,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,https://pbs.twimg.com/profile_banners/844992744233881600/1497304592,False,en,12506,False,False,False,6,False,-1,,,
"Oct 25, 2018 10:01:08 AM",1.05545924763338E+018,College hoops power rankings: The debate for No. 1 is on\n#podcast #podcasts #podcasting #podcaster #radioshow… https://t.co/4wXCC4zEO0,,-1,-1,"<a href=""http://www.crowdfireapp.com"" rel=""nofollow"">Crowdfire - Go Big</a>",True,-1,-1,False,False,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/4wXCC4zEO0,https://twitter.com/i/web/status/1055459247633383424,twitter.com/i/web/status/1…,111,134,podcast,57,65,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,9.86403477982151E+017,Pub Sports Radio,PubSportsRadio,"San Antonio, TX","Pub Sports Radio is an exciting new radio station located in San Antonio Tx right inside of Southtown 101 bar & grill. Sports,pop culture radio & media blogs",nan,nan,nan,nan,nan,https://t.co/lWNC8DxXS6,http://www.pubsportsradio.com,pubsportsradio.com,0,23,False,http://pbs.twimg.com/profile_images/988949911835168768/qGT3hXHl_normal.jpg,https://pbs.twimg.com/profile_images/988949911835168768/qGT3hXHl_normal.jpg,False,https://t.co/lWNC8DxXS6,False,17,F5F8FA,333333,1DA1F2,DDEEF6,C0DEED,True,True,False,42,"Apr 17, 2018 8:38:10 PM",9,-1,nan,nan,nan,False,en,17,False,False,False,0,False,-1,,,
"Oct 23, 2018 1:54:08 PM",1.05479310809601E+018,College basketball preseason power rankings https://t.co/FznCqfcQAl,,-1,-1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,-1,-1,False,False,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/FznCqfcQAl,http://www.espn.com/mens-college-basketball/story/_/id/24992844/college-basketball-preseason-power-rankings,espn.com/mens-college-b…,44,67,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,202694243,Mr. Ryan Lowe®,mrrvlowe11,"Madison, Al.",Don't do THEY... Do YOU!!!,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,http://pbs.twimg.com/profile_images/581398675055841281/1n-oTDSC_normal.jpg,https://pbs.twimg.com/profile_images/581398675055841281/1n-oTDSC_normal.jpg,False,nan,False,2888,C0DEED,333333,1DA1F2,DDEEF6,C0DEED,True,True,False,2708,"Oct 14, 2010 12:28:14 PM",5433,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,https://pbs.twimg.com/profile_banners/202694243/1405030702,False,en,19865,True,False,False,17,False,-1,,,
"Oct 22, 2018 2:35:29 PM",1.05444112443633E+018,@clubtrillion @tatefrazier   Can someone explain what Villanova needs to do to earn respect?  Returning 2 starters… https://t.co/0noeAGrVCE,Villanova,-1,-1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",True,-1,18262138,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,clubtrillion,0,False,en,Mark Titus,clubtrillion,18262138,0,13,https://t.co/0noeAGrVCE,https://twitter.com/i/web/status/1054441124436328448,twitter.com/i/web/status/1…,116,139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,275570008,Joe Norton,jnorton0,Ft. Lauderdale➡️Atlanta,Villanova University,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,http://pbs.twimg.com/profile_images/646434473647702017/9A7cfri__normal.jpg,https://pbs.twimg.com/profile_images/646434473647702017/9A7cfri__normal.jpg,False,nan,False,345,C0DEED,333333,1DA1F2,DDEEF6,C0DEED,True,True,False,329,"Apr 1, 2011 11:04:04 AM",1369,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,https://pbs.twimg.com/profile_banners/275570008/1410445378,False,en,5425,True,False,False,0,False,-1,,,
"Oct 22, 2018 11:53:50 AM",1.05440044571875E+018,ESPN College basketball preseason power rankings ⁦@UW_MBB⁩ 18th  https://t.co/MATMhDha6P,ESPN College,-1,-1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,-1,-1,False,False,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,False,en,Washington Men's Basketball,UW_MBB,224437096,50,57,https://t.co/MATMhDha6P,http://www.espn.com/mens-college-basketball/story/_/id/24992844/college-basketball-preseason-power-rankings,espn.com/mens-college-b…,65,88,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,105855039,Aaron Beach,aaronwbeach,"Seattle, Washington","Husband and Father, Coach, UW/Pac-12 Basketball analyst, scouting and recruiting for https://t.co/ggaM5IZMs5 and proud Seattle nut",https://t.co/ggaM5IZMs5,http://www.Dawgman.com,Dawgman.com,85,108,nan,nan,nan,nan,nan,False,http://pbs.twimg.com/profile_images/975964252950310912/kgHxkM0j_normal.jpg,https://pbs.twimg.com/profile_images/975964252950310912/kgHxkM0j_normal.jpg,False,nan,False,1721,661E8A,C28E4E,8F651D,3E0A5C,181A1E,True,False,False,135,"Jan 17, 2010 1:30:58 PM",5498,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,https://pbs.twimg.com/profile_banners/105855039/1520140801,False,en,13889,False,False,False,41,False,-1,,,
"Oct 22, 2018 3:08:26 AM",1.05426822287746E+018,#NEWS via #ESPN College hoops power rankings: The debate for No. 1 is on https://t.co/b8DmtMbJzg https://t.co/NEtS5WaMHH,#ESPN College,-1,-1,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/b8DmtMbJzg,https://ift.tt/2Aiench,ift.tt/2Aiench,73,96,NEWS,0,5,1.05426822259644E+018,https://t.co/NEtS5WaMHH,http://pbs.twimg.com/media/DqGDXNnX0AAqFrc.jpg,https://pbs.twimg.com/media/DqGDXNnX0AAqFrc.jpg,https://twitter.com/lopezgovlaw/status/1054268222877458432/photo/1,pic.twitter.com/NEtS5WaMHH,0,150,150,101,photo,0,0,0,97,120,-1,92677101,Jorge Luis Lopez Esq,lopezgovlaw,"Miami, Florida",30 yr Gov't Affairs Attorney | TV & Radio Analyst | Volunteer Boards: @SFLRedCross + @BGCMia | Sponsor: @MiamiGives + @SurveySunday + @DailyPsalms365,nan,nan,nan,nan,nan,https://t.co/KhpiI5HWvq,http://www.LopezGovLaw.com,LopezGovLaw.com,0,23,False,http://pbs.twimg.com/profile_images/1050736451288064000/23PZg4ES_normal.jpg,https://pbs.twimg.com/profile_images/1050736451288064000/23PZg4ES_normal.jpg,False,https://t.co/KhpiI5HWvq,False,9951,0,0,D40000,0,0,False,False,False,1690,"Nov 25, 2009 10:42:10 PM",6117,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,https://pbs.twimg.com/profile_banners/92677101/1531774282,False,en,907855,True,True,False,975,False,-1,,,
"Oct 21, 2018 11:02:03 PM",1.05420621969754E+018,So excited for basketball season #ku #kansas #RockChalk #Jayhawks #ncaa #basketball College hoops power rankings: T… https://t.co/oCTPA1krna,#basketball College,-1,-1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",True,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/oCTPA1krna,https://twitter.com/i/web/status/1054206219697541120,twitter.com/i/web/status/1…,117,140,ku,33,36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,34788238,Charlie Cassato,CharlieCassato,"California, USA",From Colorado. Graduated from the University of Kansas. ROCK CHALK!,nan,nan,nan,nan,nan,https://t.co/vWA3Ah7UPn,https://www.facebook.com/charlie.cassato,facebook.com/charlie.cassato,0,23,False,http://pbs.twimg.com/profile_images/562868044590878720/_V9RDrtW_normal.jpeg,https://pbs.twimg.com/profile_images/562868044590878720/_V9RDrtW_normal.jpeg,False,https://t.co/vWA3Ah7UPn,False,274,C0DEED,09315C,0084B4,DDEEF6,C0DEED,True,False,False,697,"Apr 23, 2009 8:42:53 PM",71,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,https://pbs.twimg.com/profile_banners/34788238/1423033156,False,en,14359,True,False,False,24,False,-1,,,
"Oct 21, 2018 12:45:45 PM",1.05405112164644E+018,Lol this will be fun to look at when the season is over  https://t.co/pOcczgDAsY,,-1,-1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,nan,nan,nan,nan,nan,https://t.co/pOcczgDAsY,http://www.espn.com/mens-college-basketball/story/_/id/24992844/college-basketball-preseason-power-rankings,espn.com/mens-college-b…,57,80,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,341079715,Tyler Phillips,typhilli,nan,Are you rushing or are you dragging?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,http://pbs.twimg.com/profile_images/993506121083248642/PBrOX8Gb_normal.jpg,https://pbs.twimg.com/profile_images/993506121083248642/PBrOX8Gb_normal.jpg,False,nan,False,335,C0DEED,333333,0084B4,DDEEF6,C0DEED,True,False,False,281,"Jul 23, 2011 3:29:26 PM",5462,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,https://pbs.twimg.com/profile_banners/341079715/1404625841,True,en,16559,True,False,False,8,False,-1,,,
"Oct 21, 2018 11:48:35 AM",1.05403673398416E+018,Power rankings: The debate for No. 1 is on https://t.co/VpMc8YsemV\nvia @ESPN App https://t.co/49zYvkzxnV,,-1,-1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,-1,-1,False,False,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,ESPN,espn,2557521,71,76,https://t.co/VpMc8YsemV,https://es.pn/2OsvUax,es.pn/2OsvUax,43,66,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,2745854921,⚡ThunderUp⚡,SteelCityPride8,United States,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,http://pbs.twimg.com/profile_images/989322783283994624/lMrzCKfp_normal.jpg,https://pbs.twimg.com/profile_images/989322783283994624/lMrzCKfp_normal.jpg,False,nan,False,615,C0DEED,333333,1DA1F2,DDEEF6,C0DEED,True,True,False,300,"Aug 17, 2014 7:51:05 PM",19587,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,nan,False,en,32358,False,False,False,48,False,-1,,,
"Oct 21, 2018 10:41:29 AM",1.05401984919273E+018,"Hey @jeffborzello, one Big Ten team in your Top 25? And that team lost two lottery picks? Who hurt you? https://t.co/9IgN9za1TR",,-1,-1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,-1,-1,False,False,9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,False,en,Jeff Borzello,jeffborzello,96845237,4,17,https://t.co/9IgN9za1TR,http://www.espn.com/mens-college-basketball/story/_/id/24992844/college-basketball-preseason-power-rankings,espn.com/mens-college-b…,104,127,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1,568765946,𝓐𝓷𝓽 𝓦𝓻𝓲𝓰𝓱𝓽,ItsAntWright,Michigan,"I'm good with numbers, and good with people. DISCLAIMER: Sometimes I tweet too much.",nan,nan,nan,nan,nan,https://t.co/OxKesOUIKx,http://www.youtube.com/watch?v=U-5QuXxtY2Q,youtube.com/watch?v=U-5QuX…,0,23,False,http://pbs.twimg.com/profile_images/1055816412084756486/HgYo1AO1_normal.jpg,https://pbs.twimg.com/profile_images/1055816412084756486/HgYo1AO1_normal.jpg,False,https://t.co/OxKesOUIKx,False,10774,C0DEED,333333,1DA1F2,DDEEF6,C0DEED,True,True,False,664,"May 1, 2012 11:38:50 PM",8321,-1,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,https://pbs.twimg.com/profile_banners/568765946/1498169386,False,en,92332,False,False,False,166,False,-1,,,
